cuvant,definitie,parte_de_vorbire,frecventa
dibuire,Acțiunea de a bâjbâi în întuneric,substantiv,1
unșpe,Număr care are în numărătoare locul între 10 și 12,substantiv,1
calcifia,a transforma în calcar,verb,1
arămi,a acoperi un obiect metalic cu un strat de cupru,verb,1
monotip,"Făcut după un singur model, de un singur tip.",substantiv,1
clorurare,dezinfectarea apei prin adăugarea unor cantități mici de clor sau de compuși ai clorului,substantiv,1
dilatație,"Acțiunea de a (se) dilata, de a (se) mări ca suprafață sau volum",substantiv,1
subsuma,a considera un exemplar din ceva drept parte a unei reguli sau a unui principiu,verb,1
cerui,A acoperi cu un strat subțire de ceară.,verb,1
cătrăni,A unge sau a acoperi ceva cu smoală topită,verb,1
smoli,A unge sau a acoperi ceva cu smoală topită,verb,1
clivare,Desfacere în lame a unor cristale în direcții determinate,substantiv,1
existențialist,adept al existențialismului,substantiv,1
carameliza,"A (se) transforma zahărul, prin încălzire, în caramel",verb,1
serigrafia,a reproduce prin serigrafie,verb,1
arhitravă,"Parte inferioară a antablamentului, care se sprijină pe capitelul coloanei",substantiv,1
impermeabiliza,A face sau a deveni impermeabil,verb,1
golfuleț,golf mic,substantiv,1
libație,"(În antichitate) Act ritual care consta în gustarea și apoi vărsarea unei cupe de vin, lapte etc. ca omagiu adus divinității.",substantiv,1
anorectic,suferind de anorexie,substantiv,1
psalmodia,"A cânta sau a recita (după un anumit tipic) psalmi, rugăciuni sau alte cântări religioase",verb,1
dirndl,"rochie cu corset și cu fustă lungă, largă",substantiv,1
rearmare,Acțiunea de refacere (parțială sau integrală) a utilajului necesar unei nave,substantiv,1
decortica,A desprinde și a înlătura cojile de pe unele semințe în vederea consumului.,verb,1
ostracism,consens îi luarea deciziei de a ostraciza,substantiv,1
plisare,acțiunea de a împături,substantiv,1
nechezare,Strigăt caracteristic scos de cai,substantiv,1
zărgan,"Specie de pește marin cu corpul alungit și cilindric, acoperit cu solzi mici, cu fălcile prelungite și cu oasele colorate în verde",substantiv,1
împleticeală,"Mers nesigur, mișcare înceată, legănată sau împleticită",substantiv,1
centralitate,Proprietatea a ceea ce este central,substantiv,1
bărbătoi,Femeie bărbătoasă,substantiv,1
cockle,moluscă comestibilă,substantiv,1
indexa,"A introduce un cuvânt, un autor etc. într-un index",verb,1
mizantropie,tendință patologică de a evita societatea,substantiv,1
conversă,"judecată sau raționament al cărui subiect poate fi transformat în atribut, sau invers, fără a schimba sensul judecății sau a altera adevărul ei",substantiv,1
pigmenta,"(Despre celule, țesuturi, părți ale plantelor și ale animalelor) A se colora prin pigmenți care se formează prin acțiunea soarelui, în urma unor tulburări funcționale etc",verb,1
scarifica,"a cresta ușor pielea pentru provocarea unei sângerări, aplicarea ventuzelor etc.",verb,1
drapa,"A acoperi un perete, o mobilă etc. cu stofă aranjatăîn cute",verb,1
neuniformitate,calitatea de a fi neuniform,substantiv,1
tâmplări,A practica meseria de tâmplar,verb,1
flotație,"Fiecare dintre mișcările ritmice de gimnastică în care corpul, întins aproape de pământ, este ridicat și coborât prin extensiunea și îndoirea brațelor aflate cu palmele pe sol",substantiv,1
retrospecție,Faptul de a privi în trecut,substantiv,1
pâlpâială,"Mișcarea tremurată a focului, a flăcărilor, a luminii",substantiv,1
pâlpâitură,"Mișcarea tremurată a focului, a flăcărilor, a luminii",substantiv,1
precedență,Faptul de a preceda (pe cineva sau ceva) în timp sau în spațiu,substantiv,1
cabotaj,Navigație comercială de-a lungul coastei,substantiv,1
pișcot,"Produs de patiserie obținut prin coacerea unui aluat moale și pufos făcut din făină, ouă și zahăr, având de obicei o formă alungită, subțiată la mijloc și îngroșată la capete",substantiv,1
vulgarizare,a răspândi în rândul maselor largi,substantiv,1
secvențiator,circuit într-un computer care ordonează date sau programe după o ordine prestabilită,substantiv,1
amputație,Acțiunea de tăiere pe cale chirurgicală a unui membru al corpului sau a unui segment de membru.,substantiv,1
harpona,A înfige un harpon,verb,1
canoni,A produce suferințe,verb,1
acrime,"Proprietatea de a fi acru; gust acru, înțepător",substantiv,1
țol,"unitate de măsură pentru lungimi, cu 2, 54 cm, în Anglia și SUA.",substantiv,1
exhibiționism,Perversiune sexuală constând din expunerea în public a organelor genitale.,substantiv,1
flecta,A face să devină sau a deveni curb,substantiv,1
izolaționist,(adept) al izolaționismului,substantiv,1
capsulare,acțiunea de a capsula,substantiv,1
precumpănire,calitatea de a fi mai observabil decât orice altceva,substantiv,1
prevalare,calitatea de a fi mai observabil decât orice altceva,substantiv,1
izomorfism,"identitate de formă, de structură",substantiv,1
doxorubicină,antibiotic utilizat în tratarea cancerului,substantiv,1
limpa,pâine de secară cu melasă sau cu zahăr nerafinat,substantiv,1
supersimetrie,"teorie din fizică, ce încearcă să unească cele patru forțe fundamentale",substantiv,1
autoradiografie,metodă modernă de cercetare bazată pe studiul imaginii obținute pe o peliculă fotografică sau radiografică a unui organ conținând un produs radioactiv,substantiv,1
cloromicetină,"antibiotic cu spectru larg, activ în tratamentul bolilor infecțioase",substantiv,1
gazificare,Acțiunea de a gazifica și rezultatul ei,substantiv,1
supraclasă,(biol.) categorie sistematică superioară clasei.,substantiv,1
contractibilitate,însușire a țesuturilor organice de a se contracta,substantiv,1
contractilitate,însușire a țesuturilor organice de a se contracta,substantiv,1
pirofosfat,sare a acidului pirofosforic,substantiv,1
antihipertensiv,medicament contra hipertensiunii,substantiv,1
catalază,enzimă care catalizează descompunerea peroxidului de hidrogen în apă și oxigen,substantiv,1
haloid,compus al unui halogen cu un alt element sau cu un radical,substantiv,1
enalapril,medicament antihipertensiv din grupa inhibitorilor enzimei de conversie a angiotensinei,substantiv,1
dexametazon,"medicament corticosteroid, folosit la tratarea alergiilor sau inflamațiilor",substantiv,1
galactoză,"substanță organică asemănătoare cu glucoza, din lapte",substantiv,1
cefalexină,cefalosporină cu o activitate bactericidă și cu un spectru larg,substantiv,1
propandiol,"lichid dulce, incolor, vâscos, higroscopic, folosit ca antigel, lichid de frână, umectant în îngrijirea cosmetică și personală, deși poate fi absorbit prin piele, având efecte nocive",substantiv,1
acil,radical monovalent derivat din acizii organici,substantiv,1
vibrion,Tip de bacterii în formă de virgulă și cu cili,substantiv,1
inoculant,"substanță (virus, toxină, ser) introdus în organism pentru a produce sau crește imunitatea la o boală",substantiv,1
prostatită,inflamație a prostatei,substantiv,1
propil,radical chimic monovalent derivat din alcool propilic,substantiv,1
imunosupresie,inhibare a unui proces imunogenetic cu ajutorul unei substanțe imunosupresive,substantiv,1
clonidină,medicament antihipertensiv,substantiv,1
disfagie,dificultate în deglutiție,substantiv,1
banian,"smochin din India, cu numeroase rădăcini adventive aeriene verticale",substantiv,1
chemotaxie,sensibilitate particulară a unor ființe vii față de atracția unei anumite substanțe chimice,substantiv,1
papain,Enzimă obținută din fructul de papaya,substantiv,1
ferritin,"Proteină, conținând 20% fier, care se găsește în intestine, ficat și splină; este forma cea mai frecventă în care fierul este stocat în organism",substantiv,1
dendrită,"Prelungire ramificată a protoplasmei celulei nervoase, prin care influxul nervos se propagă în regiunea opusă cilindrului ax.",substantiv,1
tiroidită,inflamație a tiroidei,substantiv,1
vulcanit,"Material plastic obținut de obicei prin vulcanizarea cauciucului cu sulf și având, pentru proprietățile sale electroizolante și anticorosive, numeroase întrebuințări în industrie",substantiv,1
microelement,"element chimic ce apare în cantități foarte mici în organisme, fiind esențial pentru procesele fiziologice și biochimice.",substantiv,1
melenă,Fecale colorate închis de la o hemoragie intestinală,substantiv,1
catecolamină,Element al grupului de chimicale care includ epinefrina (adrenalina) și norepinefrina produse în măduva glandei suprarenale,substantiv,1
gliburid,Medicament administrat contra diabetului,substantiv,1
ritonavir,inhibitor de protează activ în administrare orală asupra enzimelor tulpinilor HIV-1 și HIV-2,substantiv,1
chiuretare,curățire a stratului superficial al mucoasei uterine pentru îndepărtarea ovulului fecundat,substantiv,1
esofagită,inflamație a mucoasei esofagului,substantiv,1
leucoree,denumire generică pentru orice scurgere vaginală,substantiv,1
soldățel,păpușă care seamănă cu un soldat,substantiv,1
leucopenie,scădere anormală a numărului leucocitelor din sânge,substantiv,1
nifedipin,blocant al canalelor lente de calciu,substantiv,1
architeuthis,Molusca cea mai lungă ce se cunoaște (calamar atlantic),substantiv,1
deism,Credință în existența lui Dumnezeu (fără recunoașterea revelațiilor),substantiv,1
muscovit,varietate de mică alb-gălbuie folosită ca izolant termic și electric,substantiv,1
anatoxină,"toxină care, atenuată prin căldură și formol, și-a pierdut toxicitatea",substantiv,1
endarterectomie,îndepărtarea chirurgicală a stratului interior al unei artere cu ateroame,substantiv,1
areca,Gen de palmier tufos,substantiv,1
achillea,"plantă ce crește spontan în Europa, cu inflorescențe mici sau medii, albe, roz deschis sau galbene",substantiv,1
holism,concepție metafizică idealistă care susține principiul întregului asupra părților și al ireductibilității lui la suma elementelor componente,substantiv,1
subluxație,luxație ușoară,substantiv,1
permuta,a transpune intervertind ordinea,verb,1
molaritate,concentrație a unei soluții dată de numărul de moli 1 dizolvați într-un litru de solvent,substantiv,1
miozită,Inflamație a țesutului muscular,substantiv,1
electroșoc,Metodă de tratament al unor boli prin trecerea curentului electric prin creier,substantiv,1
hulubărie,coteț pentru porumbei,substantiv,1
nelfinavir,inhibitor de protează utilizat (în combinație cu alte medicamente) în tratamentul HIV,substantiv,1
kobo,"monedă divizionară folosită în Nigeria, a suta parte din naira",substantiv,1
ecarte,Joc de cărți de două persoane,substantiv,1
enologie,știința care studiază tehnologia producerii și conservării vinurilor,substantiv,1
hăitaș,"Om care, făcând gălăgie mare, stârnește vânatul din ascunzători și îl gonește spre vânători",substantiv,1
dezghiocător,muncitor care dezghioacă ceva (cum ar fi mazăre sau stridii),substantiv,1
glicoliză,descompunere a glucidelor în timpul fenomenelor metabolice,substantiv,1
orfenadrină,relaxant al mușchilor utilizat în tratamentul mușchilor încordați și al bolii lui Parkinson,substantiv,1
diaproiector,aparat pentru diaproiecție,substantiv,1
analecte,"culegere de texte alese din opera unui autor sau din literatura unui popor, a unei epoci",substantiv,1
neomogenitate,Însușirea de a fi neomogen,substantiv,1
refractometru,instrument pentru determinarea puterii refractante a unei substanțe,substantiv,1
endosperm,"înveliș interior al embrionului la unele plante, în care se înmagazinează substanțele de rezervă",substantiv,1
antropometrie,metodă de cercetare în antropologie constând în măsurarea diferitelor părți ale corpului uman,substantiv,1
digitalizare,administrare de digitalină unui bolnav cardiac,substantiv,1
keratoplastie,procedeu chirurgical de înlăturare a unei porțiuni de cornee distrusă și înlocuirea cu o grefă de cornee preluată de la un donator,substantiv,1
țarină,soția sau văduva unui țar,substantiv,1
soliton,Undă de conductibilitate nervoasă caracterizată prin propagarea fără deformări și cu viteză fixă.,substantiv,1
treponemă,"Specie de spirochet agent patogen al sifilisului, al febrei galbene etc.",substantiv,1
colelitiază,prezența calculilor în vezica biliară,substantiv,1
glicozid,Grup de compuși derivați din monozaharide,substantiv,1
bronhiolită,inflamație a membranelor bronhiolelor,substantiv,1
barcarolă,cântec al gondolierilor venețieni,substantiv,1
orientalism,"Ceea ce se caracterizează pe orientali, moravurile, felul de a fi al orientalilor",substantiv,1
prostrație,"stare patologică de totală indiferență față de ceea ce se petrece în jur, cauzată de oboseala excesivă a nervilor",substantiv,1
